FIPS,num_vet_county,state,county,abbrev
28079,27508,Mississippi,Leake,MS
28081,114874,Mississippi,Lee,MS
28083,21937,Mississippi,Leflore,MS
28085,36574,Mississippi,Lincoln,MS
28087,108819,Mississippi,Lowndes,MS
28089,127076,Mississippi,Madison,MS
28091,29247,Mississippi,Marion,MS
28093,45534,Mississippi,Marshall,MS
28095,47581,Mississippi,Monroe,MS
28097,14676,Mississippi,Montgomery,MS
28099,37613,Mississippi,Neshoba,MS
28101,33469,Mississippi,Newton,MS
28103,10201,Mississippi,Noxubee,MS
28105,57158,Mississippi,Oktibbeha,MS
28107,38018,Mississippi,Panola,MS
28109,109700,Mississippi,Pearl River,MS
28111,16635,Mississippi,Perry,MS
28113,57360,Mississippi,Pike,MS
28115,46099,Mississippi,Pontotoc,MS
28117,30012,Mississippi,Prentiss,MS
28119,7078,Mississippi,Quitman,MS
28121,281288,Mississippi,Rankin,MS
28123,30801,Mississippi,Scott,MS
28125,3192,Mississippi,Sharkey,MS
28127,31881,Mississippi,Simpson,MS
28129,18137,Mississippi,Smith,MS
28131,37825,Mississippi,Stone,MS
28133,20060,Mississippi,Sunflower,MS
28135,12743,Mississippi,Tallahatchie,MS
28137,44625,Mississippi,Tate,MS
28139,21759,Mississippi,Tippah,MS
28141,25180,Mississippi,Tishomingo,MS
28143,14212,Mississippi,Tunica,MS
28145,28503,Mississippi,Union,MS
28147,14905,Mississippi,Walthall,MS
28149,71508,Mississippi,Warren,MS
28151,50575,Mississippi,Washington,MS
28153,18758,Mississippi,Wayne,MS
28155,10118,Mississippi,Webster,MS
28157,8044,Mississippi,Wilkinson,MS
28159,24638,Mississippi,Winston,MS
28161,16928,Mississippi,Yalobusha,MS
28163,36838,Mississippi,Yazoo,MS
29001,25843,Missouri,Adair,MO
29003,27538,Missouri,Andrew,MO
29005,8175,Missouri,Atchison,MO
29007,32219,Missouri,Audrain,MO
29009,55427,Missouri,Barry,MO
29011,15552,Missouri,Barton,MO
29013,24894,Missouri,Bates,MO
29015,42123,Missouri,Benton,MO
29017,24232,Missouri,Bollinger,MO
29019,264758,Missouri,Boone,MO
29021,136409,Missouri,Buchanan,MO
29023,80110,Missouri,Butler,MO
29025,15304,Missouri,Caldwell,MO
29027,84571,Missouri,Callaway,MO
29029,95658,Missouri,Camden,MO
29031,138451,Missouri,Cape Girardeau,MO
29033,9469,Missouri,Carroll,MO
29035,9307,Missouri,Carter,MO
29037,226034,Missouri,Cass,MO
29039,28215,Missouri,Cedar,MO
29041,12163,Missouri,Chariton,MO
29043,198658,Missouri,Christian,MO
29045,7742,Missouri,Clark,MO
29047,437777,Missouri,Clay,MO
29049,38166,Missouri,Clinton,MO
29051,130562,Missouri,Cole,MO
29053,28985,Missouri,Cooper,MO
29055,40393,Missouri,Crawford,MO
29057,12966,Missouri,Dade,MO
29059,33915,Missouri,Dallas,MO
29061,12608,Missouri,Daviess,MO
29063,19889,Missouri,DeKalb,MO
29065,29061,Missouri,Dent,MO
29067,27299,Missouri,Douglas,MO
29069,39293,Missouri,Dunklin,MO
29071,183947,Missouri,Franklin,MO
29073,25360,Missouri,Gasconade,MO
29075,9373,Missouri,Gentry,MO
29077,457018,Missouri,Greene,MO
29079,15100,Missouri,Grundy,MO
29081,11611,Missouri,Harrison,MO
29083,46898,Missouri,Henry,MO
29085,20796,Missouri,Hickory,MO
29087,7492,Missouri,Holt,MO
29089,13534,Missouri,Howard,MO
29091,75918,Missouri,Howell,MO
29093,18397,Missouri,Iron,MO
29095,989739,Missouri,Jackson,MO
29097,195833,Missouri,Jasper,MO
29099,357399,Missouri,Jefferson,MO
29101,163696,Missouri,Johnson,MO
29103,5134,Missouri,Knox,MO
29105,76456,Missouri,Laclede,MO
29107,48778,Missouri,Lafayette,MO
29109,71384,Missouri,Lawrence,MO
29111,14454,Missouri,Lewis,MO
29113,105791,Missouri,Lincoln,MO
29115,17887,Missouri,Linn,MO
29117,25699,Missouri,Livingston,MO
29119,37184,Missouri,McDonald,MO
29121,25485,Missouri,Macon,MO
29123,28965,Missouri,Madison,MO
29125,19454,Missouri,Maries,MO
29127,45728,Missouri,Marion,MO
29129,5632,Missouri,Mercer,MO
29131,47244,Missouri,Miller,MO
29133,14493,Missouri,Mississippi,MO
29135,23662,Missouri,Moniteau,MO
29137,14644,Missouri,Monroe,MO
29139,24878,Missouri,Montgomery,MO
29141,44501,Missouri,Morgan,MO
29143,23829,Missouri,New Madrid,MO
29145,108750,Missouri,Newton,MO
29147,26109,Missouri,Nodaway,MO
29149,19531,Missouri,Oregon,MO
29151,21001,Missouri,Osage,MO
29153,17257,Missouri,Ozark,MO
29155,18753,Missouri,Pemiscot,MO
29157,28519,Missouri,Perry,MO
29159,78362,Missouri,Pettis,MO
29161,83807,Missouri,Phelps,MO
29163,23833,Missouri,Pike,MO
29165,210017,Missouri,Platte,MO
29167,47892,Missouri,Polk,MO
29169,242583,Missouri,Pulaski,MO
29171,7139,Missouri,Putnam,MO
29173,18995,Missouri,Ralls,MO
29175,39645,Missouri,Randolph,MO
29177,36346,Missouri,Ray,MO
29179,11629,Missouri,Reynolds,MO
29181,24249,Missouri,Ripley,MO
29183,687650,Missouri,St. Charles,MO
29185,18005,Missouri,St. Clair,MO
29186,27100,Missouri,Ste. Genevieve,MO
29187,125226,Missouri,St. Francois,MO
29189,1265178,Missouri,St. Louis,MO
29195,27139,Missouri,Saline,MO
29197,4262,Missouri,Schuyler,MO
29199,6338,Missouri,Scotland,MO
29201,59192,Missouri,Scott,MO
29203,12426,Missouri,Shannon,MO
29205,8760,Missouri,Shelby,MO
29207,49607,Missouri,Stoddard,MO
29209,66804,Missouri,Stone,MO
29211,7019,Missouri,Sullivan,MO
29213,111200,Missouri,Taney,MO
29215,61341,Missouri,Texas,MO
29217,25696,Missouri,Vernon,MO
29219,71998,Missouri,Warren,MO
29221,39971,Missouri,Washington,MO
29223,23792,Missouri,Wayne,MO
29225,76249,Missouri,Webster,MO
29227,3069,Missouri,Worth,MO
29229,38378,Missouri,Wright,MO
29510,389833,Missouri,St. Louis city,MO
30001,17274,Montana,Beaverhead,MT
30003,17044,Montana,Big Horn,MT
30005,8805,Montana,Blaine,MT
30007,16219,Montana,Broadwater,MT
30009,22611,Montana,Carbon,MT
30011,2072,Montana,Carter,MT
30013,265237,Montana,Cascade,MT
30015,9569,Montana,Chouteau,MT
30017,22868,Montana,Custer,MT
30019,2818,Montana,Daniels,MT
30021,14938,Montana,Dawson,MT
30023,18431,Montana,Deer Lodge,MT
30025,3541,Montana,Fallon,MT
30027,20004,Montana,Fergus,MT
30029,244397,Montana,Flathead,MT
30031,197821,Montana,Gallatin,MT
30033,1875,Montana,Garfield,MT
30035,21633,Montana,Glacier,MT
30037,2727,Montana,Golden Valley,MT
30039,11271,Montana,Granite,MT
30041,25880,Montana,Hill,MT
30043,31248,Montana,Jefferson,MT
30045,3671,Montana,Judith Basin,MT
30047,56566,Montana,Lake,MT
30049,198351,Montana,Lewis and Clark,MT
30051,4066,Montana,Liberty,MT
30053,58726,Montana,Lincoln,MT
30055,2581,Montana,McCone,MT
30057,17992,Montana,Madison,MT
30059,4004,Montana,Meagher,MT
30061,11575,Montana,Mineral,MT
30063,217871,Montana,Missoula,MT
30065,10021,Montana,Musselshell,MT
30067,34229,Montana,Park,MT
30069,1336,Montana,Petroleum,MT
30071,5864,Montana,Phillips,MT
30073,9525,Montana,Pondera,MT
30075,2847,Montana,Powder River,MT
30077,16024,Montana,Powell,MT
30079,2775,Montana,Prairie,MT
30081,108350,Montana,Ravalli,MT
30083,17466,Montana,Richland,MT
30085,18473,Montana,Roosevelt,MT
30087,14332,Montana,Rosebud,MT
30089,32083,Montana,Sanders,MT
30091,4849,Montana,Sheridan,MT
30093,66185,Montana,Silver Bow,MT
30095,20934,Montana,Stillwater,MT
30097,8573,Montana,Sweet Grass,MT
30099,11422,Montana,Teton,MT
30101,10677,Montana,Toole,MT
30103,1277,Montana,Treasure,MT
30105,13310,Montana,Valley,MT
30107,3240,Montana,Wheatland,MT
30109,1601,Montana,Wibaux,MT
30111,301551,Montana,Yellowstone,MT
31001,37207,Nebraska,Adams,NE
31003,8322,Nebraska,Antelope,NE
31005,526,Nebraska,Arthur,NE
31007,1185,Nebraska,Banner,NE
31009,1869,Nebraska,Blaine,NE
31011,5604,Nebraska,Boone,NE
31013,15186,Nebraska,Box Butte,NE
31015,3105,Nebraska,Boyd,NE
31017,3762,Nebraska,Brown,NE
31019,61470,Nebraska,Buffalo,NE
31021,10054,Nebraska,Burt,NE
31023,11616,Nebraska,Butler,NE
31025,59044,Nebraska,Cass,NE
31027,10558,Nebraska,Cedar,NE
31029,5055,Nebraska,Chase,NE
31031,7426,Nebraska,Cherry,NE
31033,14702,Nebraska,Cheyenne,NE
31035,7310,Nebraska,Clay,NE
31037,7380,Nebraska,Colfax,NE
31039,10390,Nebraska,Cuming,NE
31041,17620,Nebraska,Custer,NE
31043,17219,Nebraska,Dakota,NE
31045,17038,Nebraska,Dawes,NE
31047,23965,Nebraska,Dawson,NE
31049,3244,Nebraska,Deuel,NE
31051,8165,Nebraska,Dixon,NE
31053,54607,Nebraska,Dodge,NE
31055,734250,Nebraska,Douglas,NE
31057,2450,Nebraska,Dundy,NE
31059,7032,Nebraska,Fillmore,NE
31061,4471,Nebraska,Franklin,NE
31063,3922,Nebraska,Frontier,NE
31065,7837,Nebraska,Furnas,NE
31067,30503,Nebraska,Gage,NE
31069,3192,Nebraska,Garden,NE
31071,3065,Nebraska,Garfield,NE
31073,3030,Nebraska,Gosper,NE
31075,855,Nebraska,Grant,NE
31077,3141,Nebraska,Greeley,NE
31079,62157,Nebraska,Hall,NE
31081,14329,Nebraska,Hamilton,NE
31083,7015,Nebraska,Harlan,NE
31085,1238,Nebraska,Hayes,NE
31087,4084,Nebraska,Hitchcock,NE
31089,10360,Nebraska,Holt,NE
31091,1660,Nebraska,Hooker,NE
31093,8678,Nebraska,Howard,NE
31095,10242,Nebraska,Jefferson,NE
31097,7459,Nebraska,Johnson,NE
31099,6676,Nebraska,Kearney,NE
31101,13331,Nebraska,Keith,NE
31103,886,Nebraska,Keya Paha,NE
31105,6225,Nebraska,Kimball,NE
31107,12111,Nebraska,Knox,NE
31109,401633,Nebraska,Lancaster,NE
31111,56473,Nebraska,Lincoln,NE
31113,1250,Nebraska,Logan,NE
31115,879,Nebraska,Loup,NE
31117,1027,Nebraska,McPherson,NE
31119,49277,Nebraska,Madison,NE
31121,10696,Nebraska,Merrick,NE
31123,6309,Nebraska,Morrill,NE
31125,5664,Nebraska,Nance,NE
31127,12804,Nebraska,Nemaha,NE
31129,6365,Nebraska,Nuckolls,NE
31131,28632,Nebraska,Otoe,NE
31133,3868,Nebraska,Pawnee,NE
31135,3534,Nebraska,Perkins,NE
31137,12157,Nebraska,Phelps,NE
31139,8481,Nebraska,Pierce,NE
31141,36478,Nebraska,Platte,NE
31143,7603,Nebraska,Polk,NE
31145,16663,Nebraska,Red Willow,NE
31147,13024,Nebraska,Richardson,NE
31149,1566,Nebraska,Rock,NE
31151,15244,Nebraska,Saline,NE
31153,549116,Nebraska,Sarpy,NE
31155,34455,Nebraska,Saunders,NE
31157,44947,Nebraska,Scotts Bluff,NE
31159,26184,Nebraska,Seward,NE
31161,8689,Nebraska,Sheridan,NE
31163,3944,Nebraska,Sherman,NE
31165,2311,Nebraska,Sioux,NE
31167,7297,Nebraska,Stanton,NE
31169,6498,Nebraska,Thayer,NE
31171,1184,Nebraska,Thomas,NE
31173,7297,Nebraska,Thurston,NE
31175,5568,Nebraska,Valley,NE
31177,34873,Nebraska,Washington,NE
31179,10365,Nebraska,Wayne,NE
31181,4802,Nebraska,Webster,NE
31183,891,Nebraska,Wheeler,NE
31185,20790,Nebraska,York,NE
32001,82704,Nevada,Churchill,NV
32003,4534737,Nevada,Clark,NV
32005,121341,Nevada,Douglas,NV
32007,83072,Nevada,Elko,NV
32009,2642,Nevada,Esmeralda,NV
32011,4891,Nevada,Eureka,NV
32013,28751,Nevada,Humboldt,NV
32015,9053,Nevada,Lander,NV
32017,8280,Nevada,Lincoln,NV
32019,178439,Nevada,Lyon,NV
32021,12294,Nevada,Mineral,NV
32023,162803,Nevada,Nye,NV
32027,10572,Nevada,Pershing,NV
32029,9669,Nevada,Storey,NV
32031,863152,Nevada,Washoe,NV
32033,16283,Nevada,White Pine,NV
32510,117973,Nevada,Carson City,NV
33001,136150,New Hampshire,Belknap,NH
33003,97181,New Hampshire,Carroll,NH
33005,135582,New Hampshire,Cheshire,NH
33007,59859,New Hampshire,Coos,NH
33009,140876,New Hampshire,Grafton,NH
33011,641208,New Hampshire,Hillsborough,NH
33013,247059,New Hampshire,Merrimack,NH
33015,527538,New Hampshire,Rockingham,NH
33017,228015,New Hampshire,Strafford,NH
33019,76121,New Hampshire,Sullivan,NH
34001,256873,New Jersey,Atlantic,NJ
34003,531873,New Jersey,Bergen,NJ
34005,571051,New Jersey,Burlington,NJ
34007,479616,New Jersey,Camden,NJ
34009,152502,New Jersey,Cape May,NJ
34011,128873,New Jersey,Cumberland,NJ
34013,440405,New Jersey,Essex,NJ
34015,340767,New Jersey,Gloucester,NJ
34017,284347,New Jersey,Hudson,NJ
34019,84062,New Jersey,Hunterdon,NJ
34021,268559,New Jersey,Mercer,NJ
34023,493053,New Jersey,Middlesex,NJ
34025,464185,New Jersey,Monmouth,NJ
34027,286959,New Jersey,Morris,NJ
34029,645429,New Jersey,Ocean,NJ
34031,257101,New Jersey,Passaic,NJ
34033,80573,New Jersey,Salem,NJ
34035,198428,New Jersey,Somerset,NJ
34037,124898,New Jersey,Sussex,NJ
34039,319129,New Jersey,Union,NJ
34041,115370,New Jersey,Warren,NJ
35001,1248834,New Mexico,Bernalillo,NM
35003,7076,New Mexico,Catron,NM
35005,80236,New Mexico,Chaves,NM
35006,36672,New Mexico,Cibola,NM
35007,22925,New Mexico,Colfax,NM
35009,121114,New Mexico,Curry,NM
35011,2921,New Mexico,DeBaca,NM
35013,345641,New Mexico,Dona Ana,NM
35015,87113,New Mexico,Eddy,NM
35017,53599,New Mexico,Grant,NM
35019,6330,New Mexico,Guadalupe,NM
35021,1165,New Mexico,Harding,NM
35023,6062,New Mexico,Hidalgo,NM
35025,56595,New Mexico,Lea,NM
35027,37291,New Mexico,Lincoln,NM
35028,29322,New Mexico,Los Alamos,NM
35029,29567,New Mexico,Luna,NM
35031,79833,New Mexico,McKinley,NM
35033,7169,New Mexico,Mora,NM
35035,203207,New Mexico,Otero,NM
35037,11259,New Mexico,Quay,NM
35039,51305,New Mexico,Rio Arriba,NM
35041,27413,New Mexico,Roosevelt,NM
35043,313865,New Mexico,Sandoval,NM
35045,192155,New Mexico,San Juan,NM
35047,38364,New Mexico,San Miguel,NM
35049,212932,New Mexico,Santa Fe,NM
35051,25852,New Mexico,Sierra,NM
35053,34745,New Mexico,Socorro,NM
35055,54134,New Mexico,Taos,NM
35057,33045,New Mexico,Torrance,NM
35059,8328,New Mexico,Union,NM
35061,145511,New Mexico,Valencia,NM
36001,312992,New York,Albany,NY
36003,67141,New York,Allegany,NY
36005,575878,New York,Bronx,NY
36007,216646,New York,Broome,NY
36009,118085,New York,Cattaraugus,NY
36011,96843,New York,Cayuga,NY
36013,167586,New York,Chautauqua,NY
36015,136420,New York,Chemung,NY
36017,71451,New York,Chenango,NY
36019,126974,New York,Clinton,NY
36021,71563,New York,Columbia,NY
36023,56052,New York,Cortland,NY
36025,58441,New York,Delaware,NY
36027,258035,New York,Dutchess,NY
36029,1044864,New York,Erie,NY
36031,50432,New York,Essex,NY
36033,75580,New York,Franklin,NY
36035,74762,New York,Fulton,NY
36037,78412,New York,Genesee,NY
36039,64116,New York,Greene,NY
36041,8328,New York,Hamilton,NY
36043,82061,New York,Herkimer,NY
36045,346704,New York,Jefferson,NY
36047,853567,New York,Kings,NY
36049,32934,New York,Lewis,NY
36051,75530,New York,Livingston,NY
36053,77887,New York,Madison,NY
36055,692504,New York,Monroe,NY
36057,61342,New York,Montgomery,NY
36059,762065,New York,Nassau,NY
36061,689380,New York,New York,NY
36063,311306,New York,Niagara,NY
36065,274995,New York,Oneida,NY
36067,530659,New York,Onondaga,NY
36069,153872,New York,Ontario,NY
36071,381656,New York,Orange,NY
36073,55630,New York,Orleans,NY
36075,181136,New York,Oswego,NY
36077,74903,New York,Otsego,NY
36079,60147,New York,Putnam,NY
36081,846973,New York,Queens,NY
36083,183706,New York,Rensselaer,NY
36085,242070,New York,Richmond,NY
36087,189004,New York,Rockland,NY
36089,143446,New York,St. Lawrence,NY
36091,342454,New York,Saratoga,NY
36093,168578,New York,Schenectady,NY
36095,41903,New York,Schoharie,NY
36097,27767,New York,Schuyler,NY
36099,45632,New York,Seneca,NY
36101,149460,New York,Steuben,NY
36103,1145797,New York,Suffolk,NY
36105,80603,New York,Sullivan,NY
36107,71785,New York,Tioga,NY
36109,69699,New York,Tompkins,NY
36111,170843,New York,Ulster,NY
36113,112830,New York,Warren,NY
36115,84766,New York,Washington,NY
36117,131191,New York,Wayne,NY
36119,514069,New York,Westchester,NY
36121,53647,New York,Wyoming,NY
36123,29156,New York,Yates,NY
37001,249044,North Carolina,Alamance,NC
37003,48101,North Carolina,Alexander,NC
37005,20308,North Carolina,Alleghany,NC
37007,35171,North Carolina,Anson,NC
37009,37108,North Carolina,Ashe,NC
37011,22438,North Carolina,Avery,NC
37013,81003,North Carolina,Beaufort,NC
37015,27910,North Carolina,Bertie,NC
37017,55490,North Carolina,Bladen,NC
37019,442145,North Carolina,Brunswick,NC
37021,494278,North Carolina,Buncombe,NC
37023,134086,North Carolina,Burke,NC
37025,348453,North Carolina,Cabarrus,NC
37027,121582,North Carolina,Caldwell,NC
37029,35831,North Carolina,Camden,NC
37031,224633,North Carolina,Carteret,NC
37033,30333,North Carolina,Caswell,NC
37035,234640,North Carolina,Catawba,NC
37037,151771,North Carolina,Chatham,NC
37039,77997,North Carolina,Cherokee,NC
37041,18889,North Carolina,Chowan,NC
37043,22447,North Carolina,Clay,NC
37045,163563,North Carolina,Cleveland,NC
37047,81434,North Carolina,Columbus,NC
37049,366978,North Carolina,Craven,NC
37051,1458115,North Carolina,Cumberland,NC
37053,88711,North Carolina,Currituck,NC
37055,86549,North Carolina,Dare,NC
37057,251131,North Carolina,Davidson,NC
37059,73467,North Carolina,Davie,NC
37061,69318,North Carolina,Duplin,NC
37063,415880,North Carolina,Durham,NC
37065,67706,North Carolina,Edgecombe,NC
37067,458405,North Carolina,Forsyth,NC
37069,119417,North Carolina,Franklin,NC
37071,359690,North Carolina,Gaston,NC
37073,20034,North Carolina,Gates,NC
37075,9496,North Carolina,Graham,NC
37077,78296,North Carolina,Granville,NC
37079,24609,North Carolina,Greene,NC
37081,696964,North Carolina,Guilford,NC
37083,71035,North Carolina,Halifax,NC
37085,360963,North Carolina,Harnett,NC
37087,132011,North Carolina,Haywood,NC
37089,214768,North Carolina,Henderson,NC
37091,31952,North Carolina,Hertford,NC
37093,208742,North Carolina,Hoke,NC
37095,5123,North Carolina,Hyde,NC
37097,260899,North Carolina,Iredell,NC
37099,76674,North Carolina,Jackson,NC
37101,414892,North Carolina,Johnston,NC
37103,20343,North Carolina,Jones,NC
37105,118787,North Carolina,Lee,NC
37107,108740,North Carolina,Lenoir,NC
37109,154172,North Carolina,Lincoln,NC
37111,75920,North Carolina,McDowell,NC
37113,72432,North Carolina,Macon,NC
37115,36889,North Carolina,Madison,NC
37117,37069,North Carolina,Martin,NC
37119,1490824,North Carolina,Mecklenburg,NC
37121,22432,North Carolina,Mitchell,NC
37123,36737,North Carolina,Montgomery,NC
37125,293935,North Carolina,Moore,NC
37127,136396,North Carolina,Nash,NC
37129,438428,North Carolina,New Hanover,NC
37131,30122,North Carolina,Northampton,NC
37133,988175,North Carolina,Onslow,NC
37135,162012,North Carolina,Orange,NC
37137,34236,North Carolina,Pamlico,NC
37139,101225,North Carolina,Pasquotank,NC
37141,161540,North Carolina,Pender,NC
37143,32164,North Carolina,Perquimans,NC
37145,58006,North Carolina,Person,NC
37147,318042,North Carolina,Pitt,NC
37149,35419,North Carolina,Polk,NC
37151,214462,North Carolina,Randolph,NC
37153,63059,North Carolina,Richmond,NC
37155,192357,North Carolina,Robeson,NC
37157,109101,North Carolina,Rockingham,NC
37159,219544,North Carolina,Rowan,NC
37161,112356,North Carolina,Rutherford,NC
37163,82672,North Carolina,Sampson,NC
37165,55434,North Carolina,Scotland,NC
37167,80897,North Carolina,Stanly,NC
37169,68727,North Carolina,Stokes,NC
37171,76558,North Carolina,Surry,NC
37173,22903,North Carolina,Swain,NC
37175,76344,North Carolina,Transylvania,NC
37177,6597,North Carolina,Tyrrell,NC
37179,341772,North Carolina,Union,NC
37181,58117,North Carolina,Vance,NC
37183,1628838,North Carolina,Wake,NC
37185,26317,North Carolina,Warren,NC
37187,19310,North Carolina,Washington,NC
37189,76924,North Carolina,Watauga,NC
37191,274153,North Carolina,Wayne,NC
37193,92013,North Carolina,Wilkes,NC
37195,124051,North Carolina,Wilson,NC
37197,54237,North Carolina,Yadkin,NC
37199,21370,North Carolina,Yancey,NC
38001,3578,North Dakota,Adams,ND
38003,14552,North Dakota,Barnes,ND
38005,7798,North Dakota,Benson,ND
38007,1804,North Dakota,Billings,ND
38009,10710,North Dakota,Bottineau,ND
38011,4133,North Dakota,Bowman,ND
38013,2913,North Dakota,Burke,ND
38015,148451,North Dakota,Burleigh,ND
38017,263149,North Dakota,Cass,ND
38019,4385,North Dakota,Cavalier,ND
38021,6207,North Dakota,Dickey,ND
38023,4854,North Dakota,Divide,ND
38025,7225,North Dakota,Dunn,ND
38027,3043,North Dakota,Eddy,ND
38029,5505,North Dakota,Emmons,ND
38031,4675,North Dakota,Foster,ND
38033,2942,North Dakota,Golden Valley,ND
38035,105732,North Dakota,Grand Forks,ND
38037,3811,North Dakota,Grant,ND
38039,2415,North Dakota,Griggs,ND
38041,4271,North Dakota,Hettinger,ND
38043,3303,North Dakota,Kidder,ND
38045,5744,North Dakota,LaMoure,ND
38047,2396,North Dakota,Logan,ND
38049,9527,North Dakota,McHenry,ND
38051,3264,North Dakota,McIntosh,ND
38053,26492,North Dakota,McKenzie,ND
38055,13792,North Dakota,McLean,ND
38057,13551,North Dakota,Mercer,ND
38059,49105,North Dakota,Morton,ND
38061,15658,North Dakota,Mountrail,ND
38063,5095,North Dakota,Nelson,ND
38065,3793,North Dakota,Oliver,ND
38067,10488,North Dakota,Pembina,ND
38069,6431,North Dakota,Pierce,ND
38071,20969,North Dakota,Ramsey,ND
38073,8363,North Dakota,Ransom,ND
38075,4634,North Dakota,Renville,ND
38077,20445,North Dakota,Richland,ND
38079,15720,North Dakota,Rolette,ND
38081,5373,North Dakota,Sargent,ND
38083,1635,North Dakota,Sheridan,ND
38085,5680,North Dakota,Sioux,ND
38087,1440,North Dakota,Slope,ND
38089,49982,North Dakota,Stark,ND
38091,2403,North Dakota,Steele,ND
38093,28716,North Dakota,Stutsman,ND
38095,2540,North Dakota,Towner,ND
38097,10848,North Dakota,Traill,ND
38099,13131,North Dakota,Walsh,ND
38101,161556,North Dakota,Ward,ND
38103,4567,North Dakota,Wells,ND
38105,76460,North Dakota,Williams,ND
39001,41210,Ohio,Adams,OH
39003,155243,Ohio,Allen,OH
39005,76928,Ohio,Ashland,OH
39007,168888,Ohio,Ashtabula,OH
39009,94389,Ohio,Athens,OH
39011,65586,Ohio,Auglaize,OH
39013,88929,Ohio,Belmont,OH
39015,77368,Ohio,Brown,OH
39017,495958,Ohio,Butler,OH
39019,39439,Ohio,Carroll,OH
39021,63139,Ohio,Champaign,OH
39023,244202,Ohio,Clark,OH
39025,311784,Ohio,Clermont,OH
39027,71594,Ohio,Clinton,OH
39029,171165,Ohio,Columbiana,OH
39031,55240,Ohio,Coshocton,OH
39033,70493,Ohio,Crawford,OH
39035,1534298,Ohio,Cuyahoga,OH
39037,69947,Ohio,Darke,OH
39039,51315,Ohio,Defiance,OH
39041,297086,Ohio,Delaware,OH
39043,110879,Ohio,Erie,OH
39045,260589,Ohio,Fairfield,OH
39047,39396,Ohio,Fayette,OH
39049,1710166,Ohio,Franklin,OH
39051,65731,Ohio,Fulton,OH
39053,36516,Ohio,Gallia,OH
39055,116891,Ohio,Geauga,OH
39057,409976,Ohio,Greene,OH
39059,60445,Ohio,Guernsey,OH
39061,927374,Ohio,Hamilton,OH
39063,116556,Ohio,Hancock,OH
39065,41693,Ohio,Hardin,OH
39067,24484,Ohio,Harrison,OH
39069,43367,Ohio,Henry,OH
39071,74734,Ohio,Highland,OH
39073,49256,Ohio,Hocking,OH
39075,28279,Ohio,Holmes,OH
39077,90964,Ohio,Huron,OH
39079,48297,Ohio,Jackson,OH
39081,101794,Ohio,Jefferson,OH
39083,96094,Ohio,Knox,OH
39085,334476,Ohio,Lake,OH
39087,88693,Ohio,Lawrence,OH
39089,308363,Ohio,Licking,OH
39091,75271,Ohio,Logan,OH
39093,452831,Ohio,Lorain,OH
39095,539883,Ohio,Lucas,OH
39097,60691,Ohio,Madison,OH
39099,327517,Ohio,Mahoning,OH
39101,106046,Ohio,Marion,OH
39103,262868,Ohio,Medina,OH
39105,39432,Ohio,Meigs,OH
39107,50030,Ohio,Mercer,OH
39109,198991,Ohio,Miami,OH
39111,21829,Ohio,Monroe,OH
39113,952611,Ohio,Montgomery,OH
39115,25348,Ohio,Morgan,OH
39117,61134,Ohio,Morrow,OH
39119,139476,Ohio,Muskingum,OH
39121,26129,Ohio,Noble,OH
39123,71008,Ohio,Ottawa,OH
39125,24820,Ohio,Paulding,OH
39127,57565,Ohio,Perry,OH
39129,95966,Ohio,Pickaway,OH
39131,52524,Ohio,Pike,OH
39133,232281,Ohio,Portage,OH
39135,65204,Ohio,Preble,OH
39137,38231,Ohio,Putnam,OH
39139,218085,Ohio,Richland,OH
39141,138078,Ohio,Ross,OH
39143,93051,Ohio,Sandusky,OH
39145,109943,Ohio,Scioto,OH
39147,74776,Ohio,Seneca,OH
39149,75225,Ohio,Shelby,OH
39151,550571,Ohio,Stark,OH
39153,718729,Ohio,Summit,OH
39155,359928,Ohio,Trumbull,OH
39157,131309,Ohio,Tuscarawas,OH
39159,77609,Ohio,Union,OH
39161,36182,Ohio,Van Wert,OH
39163,18896,Ohio,Vinton,OH
39165,338162,Ohio,Warren,OH
39167,106112,Ohio,Washington,OH
39169,134787,Ohio,Wayne,OH
39171,55673,Ohio,Williams,OH
39173,178156,Ohio,Wood,OH
39175,32950,Ohio,Wyandot,OH
40001,37559,Oklahoma,Adair,OK
40003,9232,Oklahoma,Alfalfa,OK
40005,23237,Oklahoma,Atoka,OK
40007,4788,Oklahoma,Beaver,OK
40009,32104,Oklahoma,Beckham,OK
40011,10939,Oklahoma,Blaine,OK
40013,88973,Oklahoma,Bryan,OK
40015,34900,Oklahoma,Caddo,OK
40017,315416,Oklahoma,Canadian,OK
40019,80370,Oklahoma,Carter,OK
40021,82907,Oklahoma,Cherokee,OK
40023,22832,Oklahoma,Choctaw,OK
40025,2706,Oklahoma,Cimarron,OK
40027,674603,Oklahoma,Cleveland,OK
40029,8056,Oklahoma,Coal,OK
40031,506597,Oklahoma,Comanche,OK
40033,12669,Oklahoma,Cotton,OK
40035,19304,Oklahoma,Craig,OK
40037,133593,Oklahoma,Creek,OK
40039,43543,Oklahoma,Custer,OK
40041,84994,Oklahoma,Delaware,OK
40043,4418,Oklahoma,Dewey,OK
40045,5295,Oklahoma,Ellis,OK
40047,107305,Oklahoma,Garfield,OK
40049,39176,Oklahoma,Garvin,OK
40051,105569,Oklahoma,Grady,OK
40053,7612,Oklahoma,Grant,OK
40055,10882,Oklahoma,Greer,OK
40057,2235,Oklahoma,Harmon,OK
